match_id,match_won_by,toss_winner,toss_decision,venue,team1,team2
1216516,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings
1216514,Royal Challengers Bangalore,Rajasthan Royals,bat,Sheikh Zayed Stadium,Rajasthan Royals,Royal Challengers Bangalore
1216515,Delhi Capitals,Kolkata Knight Riders,field,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders
1216513,Chennai Super Kings,Kings XI Punjab,bat,Dubai International Cricket Stadium,Kings XI Punjab,Chennai Super Kings
1216538,Mumbai Indians,Mumbai Indians,bat,Sharjah Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad
1216519,Delhi Capitals,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,Delhi Capitals,Royal Challengers Bangalore
1216511,Mumbai Indians,Mumbai Indians,bat,Sheikh Zayed Stadium,Mumbai Indians,Rajasthan Royals
1216501,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Kolkata Knight Riders,Chennai Super Kings
1216542,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Sunrisers Hyderabad,Kings XI Punjab
1216500,Delhi Capitals,Rajasthan Royals,field,Sharjah Cricket Stadium,Delhi Capitals,Rajasthan Royals
1216523,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Kolkata Knight Riders,Kings XI Punjab
1216525,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Dubai International Cricket Stadium,Royal Challengers Bangalore,Chennai Super Kings
1216507,Rajasthan Royals,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
1216529,Mumbai Indians,Delhi Capitals,bat,Sheikh Zayed Stadium,Delhi Capitals,Mumbai Indians
1216540,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders
1216528,Chennai Super Kings,Chennai Super Kings,bat,Dubai International Cricket Stadium,Chennai Super Kings,Sunrisers Hyderabad
1216543,Delhi Capitals,Delhi Capitals,bat,Dubai International Cricket Stadium,Delhi Capitals,Rajasthan Royals
1216531,Kings XI Punjab,Royal Challengers Bangalore,bat,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab
1216526,Mumbai Indians,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Kolkata Knight Riders,Mumbai Indians
1216509,Delhi Capitals,Chennai Super Kings,bat,Sharjah Cricket Stadium,Chennai Super Kings,Delhi Capitals
1216522,Royal Challengers Bangalore,Rajasthan Royals,bat,Dubai International Cricket Stadium,Rajasthan Royals,Royal Challengers Bangalore
1216512,Unknown,Sunrisers Hyderabad,field,Sheikh Zayed Stadium,Kolkata Knight Riders,Sunrisers Hyderabad
1216517,Unknown,Mumbai Indians,bat,Dubai International Cricket Stadium,Mumbai Indians,Kings XI Punjab
1216533,Rajasthan Royals,Chennai Super Kings,bat,Sheikh Zayed Stadium,Chennai Super Kings,Rajasthan Royals
1216546,Kings XI Punjab,Delhi Capitals,bat,Dubai International Cricket Stadium,Delhi Capitals,Kings XI Punjab
1216494,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
1216518,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,Rajasthan Royals,Sunrisers Hyderabad
1216521,Mumbai Indians,Mumbai Indians,field,Sharjah Cricket Stadium,Chennai Super Kings,Mumbai Indians
1216497,Kolkata Knight Riders,Delhi Capitals,field,Sheikh Zayed Stadium,Kolkata Knight Riders,Delhi Capitals
1216498,Kings XI Punjab,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad
1216541,Rajasthan Royals,Mumbai Indians,bat,Sheikh Zayed Stadium,Mumbai Indians,Rajasthan Royals
1216544,Chennai Super Kings,Royal Challengers Bangalore,bat,Dubai International Cricket Stadium,Royal Challengers Bangalore,Chennai Super Kings
1216520,Kings XI Punjab,Kings XI Punjab,field,Sharjah Cricket Stadium,Kolkata Knight Riders,Kings XI Punjab
1216524,Sunrisers Hyderabad,Delhi Capitals,field,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals
1216499,Mumbai Indians,Mumbai Indians,field,Sheikh Zayed Stadium,Royal Challengers Bangalore,Mumbai Indians
1216536,Chennai Super Kings,Chennai Super Kings,field,Dubai International Cricket Stadium,Kolkata Knight Riders,Chennai Super Kings
1216537,Rajasthan Royals,Rajasthan Royals,field,Sheikh Zayed Stadium,Kings XI Punjab,Rajasthan Royals
1216502,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
1216535,Mumbai Indians,Mumbai Indians,field,Dubai International Cricket Stadium,Delhi Capitals,Mumbai Indians
1216506,Chennai Super Kings,Chennai Super Kings,field,Sheikh Zayed Stadium,Kings XI Punjab,Chennai Super Kings
1216530,Kolkata Knight Riders,Rajasthan Royals,field,Dubai International Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals
1216505,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,Royal Challengers Bangalore,Delhi Capitals
1216495,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad
1237177,Mumbai Indians,Delhi Capitals,field,Dubai International Cricket Stadium,Mumbai Indians,Delhi Capitals
1237178,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sheikh Zayed Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
1237180,Delhi Capitals,Delhi Capitals,bat,Sheikh Zayed Stadium,Delhi Capitals,Sunrisers Hyderabad
1237181,Mumbai Indians,Delhi Capitals,bat,Dubai International Cricket Stadium,Delhi Capitals,Mumbai Indians
1254058,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Royal Challengers Bangalore
1254059,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",Chennai Super Kings,Delhi Capitals
1254060,Kolkata Knight Riders,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,Sunrisers Hyderabad
1254061,Punjab Kings,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",Punjab Kings,Rajasthan Royals
1254062,Mumbai Indians,Kolkata Knight Riders,field,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Kolkata Knight Riders
1254063,Royal Challengers Bangalore,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,Sunrisers Hyderabad
1254064,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",Delhi Capitals,Rajasthan Royals
1254065,Chennai Super Kings,Chennai Super Kings,field,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings
1254066,Mumbai Indians,Mumbai Indians,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Sunrisers Hyderabad
1254067,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,Kolkata Knight Riders
1254068,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",Punjab Kings,Delhi Capitals
1254069,Chennai Super Kings,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals
1254070,Delhi Capitals,Mumbai Indians,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Delhi Capitals
1254071,Sunrisers Hyderabad,Punjab Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,Sunrisers Hyderabad
1254072,Chennai Super Kings,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders
1254073,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bangalore
1254074,Punjab Kings,Punjab Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Punjab Kings
1254075,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Rajasthan Royals
1254076,Chennai Super Kings,Chennai Super Kings,bat,"Wankhede Stadium, Mumbai",Chennai Super Kings,Royal Challengers Bangalore
1254077,Unknown,Delhi Capitals,bat,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,Sunrisers Hyderabad
1254078,Kolkata Knight Riders,Kolkata Knight Riders,field,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Kolkata Knight Riders
1254079,Royal Challengers Bangalore,Delhi Capitals,field,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Delhi Capitals
1254080,Chennai Super Kings,Sunrisers Hyderabad,bat,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Chennai Super Kings
1254081,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Mumbai Indians
1254082,Delhi Capitals,Delhi Capitals,field,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Delhi Capitals
1254083,Punjab Kings,Royal Challengers Bangalore,field,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Royal Challengers Bangalore
1254084,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Mumbai Indians
1254085,Rajasthan Royals,Sunrisers Hyderabad,field,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Sunrisers Hyderabad
1254086,Delhi Capitals,Delhi Capitals,field,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Delhi Capitals
1254104,Chennai Super Kings,Chennai Super Kings,bat,Dubai International Cricket Stadium,Chennai Super Kings,Mumbai Indians
1254087,Kolkata Knight Riders,Royal Challengers Bangalore,bat,"Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Kolkata Knight Riders
1254111,Rajasthan Royals,Punjab Kings,field,Dubai International Cricket Stadium,Rajasthan Royals,Punjab Kings
1254105,Delhi Capitals,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals
1254096,Kolkata Knight Riders,Kolkata Knight Riders,field,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Kolkata Knight Riders
1254113,Chennai Super Kings,Chennai Super Kings,field,Sharjah Cricket Stadium,Royal Challengers Bangalore,Chennai Super Kings
1254097,Delhi Capitals,Rajasthan Royals,field,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Rajasthan Royals
1254107,Punjab Kings,Sunrisers Hyderabad,field,Sharjah Cricket Stadium,Punjab Kings,Sunrisers Hyderabad
1254098,Chennai Super Kings,Kolkata Knight Riders,bat,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
1254108,Royal Challengers Bangalore,Mumbai Indians,field,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians
1254100,Sunrisers Hyderabad,Rajasthan Royals,bat,Dubai International Cricket Stadium,Rajasthan Royals,Sunrisers Hyderabad
1254092,Kolkata Knight Riders,Kolkata Knight Riders,field,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders
1254099,Mumbai Indians,Mumbai Indians,field,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,Mumbai Indians
1254103,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,Rajasthan Royals,Royal Challengers Bangalore
1254091,Chennai Super Kings,Chennai Super Kings,field,Sharjah Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings
1254102,Punjab Kings,Punjab Kings,field,Dubai International Cricket Stadium,Kolkata Knight Riders,Punjab Kings
1254089,Rajasthan Royals,Rajasthan Royals,field,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,Rajasthan Royals
1254112,Delhi Capitals,Delhi Capitals,field,Sharjah Cricket Stadium,Mumbai Indians,Delhi Capitals
1254090,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sharjah Cricket Stadium,Royal Challengers Bangalore,Punjab Kings
1254109,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders
1254110,Delhi Capitals,Delhi Capitals,field,Dubai International Cricket Stadium,Chennai Super Kings,Delhi Capitals
1254093,Mumbai Indians,Mumbai Indians,field,Sharjah Cricket Stadium,Rajasthan Royals,Mumbai Indians
1254095,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Royal Challengers Bangalore
1254094,Punjab Kings,Punjab Kings,field,Dubai International Cricket Stadium,Chennai Super Kings,Punjab Kings
1254106,Kolkata Knight Riders,Rajasthan Royals,field,Sharjah Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals
1254088,Mumbai Indians,Mumbai Indians,bat,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Sunrisers Hyderabad
1254101,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,Delhi Capitals,Royal Challengers Bangalore
1254114,Chennai Super Kings,Chennai Super Kings,field,Dubai International Cricket Stadium,Delhi Capitals,Chennai Super Kings
1254115,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders
1254116,Kolkata Knight Riders,Kolkata Knight Riders,field,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders
1254117,Chennai Super Kings,Kolkata Knight Riders,field,Dubai International Cricket Stadium,Chennai Super Kings,Kolkata Knight Riders
1304047,Kolkata Knight Riders,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders
1304048,Delhi Capitals,Delhi Capitals,field,"Brabourne Stadium, Mumbai",Mumbai Indians,Delhi Capitals
1304049,Punjab Kings,Punjab Kings,field,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Punjab Kings
1304050,Gujarat Titans,Gujarat Titans,field,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Gujarat Titans
1304051,Rajasthan Royals,Sunrisers Hyderabad,field,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Sunrisers Hyderabad
1304052,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Royal Challengers Bangalore
1304053,Lucknow Super Giants,Lucknow Super Giants,field,"Brabourne Stadium, Mumbai",Chennai Super Kings,Lucknow Super Giants
1304054,Kolkata Knight Riders,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",Punjab Kings,Kolkata Knight Riders
1304055,Rajasthan Royals,Mumbai Indians,field,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
1304056,Gujarat Titans,Delhi Capitals,field,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Delhi Capitals
1304057,Punjab Kings,Chennai Super Kings,field,"Brabourne Stadium, Mumbai",Punjab Kings,Chennai Super Kings
1304058,Lucknow Super Giants,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Sunrisers Hyderabad
1304059,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bangalore
1304060,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Kolkata Knight Riders
1304061,Lucknow Super Giants,Lucknow Super Giants,field,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Lucknow Super Giants
1304062,Gujarat Titans,Gujarat Titans,field,"Brabourne Stadium, Mumbai",Punjab Kings,Gujarat Titans
1304063,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Sunrisers Hyderabad
1304064,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Royal Challengers Bangalore
1304065,Delhi Capitals,Kolkata Knight Riders,field,"Brabourne Stadium, Mumbai",Delhi Capitals,Kolkata Knight Riders
1304066,Rajasthan Royals,Lucknow Super Giants,field,"Wankhede Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants
1304067,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Sunrisers Hyderabad
1304068,Chennai Super Kings,Royal Challengers Bangalore,field,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Royal Challengers Bangalore
1304069,Punjab Kings,Mumbai Indians,field,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Mumbai Indians
1304070,Gujarat Titans,Rajasthan Royals,field,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Rajasthan Royals
1304071,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,Sunrisers Hyderabad
1304072,Lucknow Super Giants,Mumbai Indians,field,"Brabourne Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
1304073,Royal Challengers Bangalore,Delhi Capitals,field,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Delhi Capitals
1304074,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Sunrisers Hyderabad
1304075,Gujarat Titans,Gujarat Titans,field,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Gujarat Titans
1304076,Rajasthan Royals,Kolkata Knight Riders,field,"Brabourne Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
1304077,Royal Challengers Bangalore,Lucknow Super Giants,field,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Lucknow Super Giants
1304078,Delhi Capitals,Delhi Capitals,field,"Brabourne Stadium, Mumbai",Punjab Kings,Delhi Capitals
1304079,Chennai Super Kings,Chennai Super Kings,field,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,Chennai Super Kings
1304080,Rajasthan Royals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",Rajasthan Royals,Delhi Capitals
1304081,Gujarat Titans,Gujarat Titans,bat,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Kolkata Knight Riders
1304082,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad
1304083,Lucknow Super Giants,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
1304084,Punjab Kings,Chennai Super Kings,field,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings
1304085,Rajasthan Royals,Royal Challengers Bangalore,field,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore
1304086,Gujarat Titans,Gujarat Titans,field,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans
1304087,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals
1304088,Lucknow Super Giants,Punjab Kings,field,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings
1304089,Gujarat Titans,Royal Challengers Bangalore,bat,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans
1304090,Mumbai Indians,Mumbai Indians,field,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians
1304091,Lucknow Super Giants,Lucknow Super Giants,bat,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals
1304092,Chennai Super Kings,Sunrisers Hyderabad,field,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad
1304093,Kolkata Knight Riders,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders
1304094,Punjab Kings,Gujarat Titans,bat,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Punjab Kings
1304095,Royal Challengers Bangalore,Chennai Super Kings,field,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Chennai Super Kings
1304096,Delhi Capitals,Sunrisers Hyderabad,field,"Brabourne Stadium, Mumbai",Delhi Capitals,Sunrisers Hyderabad
1304097,Mumbai Indians,Gujarat Titans,field,"Brabourne Stadium, Mumbai",Mumbai Indians,Gujarat Titans
1304098,Rajasthan Royals,Punjab Kings,bat,"Wankhede Stadium, Mumbai",Punjab Kings,Rajasthan Royals
1304099,Lucknow Super Giants,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Kolkata Knight Riders
1304100,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad
1304101,Chennai Super Kings,Delhi Capitals,field,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Delhi Capitals
1304102,Kolkata Knight Riders,Mumbai Indians,field,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Mumbai Indians
1304103,Gujarat Titans,Gujarat Titans,bat,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Lucknow Super Giants
1304104,Delhi Capitals,Delhi Capitals,field,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Delhi Capitals
1304105,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians
1304106,Punjab Kings,Royal Challengers Bangalore,field,"Brabourne Stadium, Mumbai",Punjab Kings,Royal Challengers Bangalore
1304107,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Sunrisers Hyderabad
1304108,Gujarat Titans,Chennai Super Kings,bat,"Wankhede Stadium, Mumbai",Chennai Super Kings,Gujarat Titans
1304109,Rajasthan Royals,Rajasthan Royals,bat,"Brabourne Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants
1304110,Delhi Capitals,Punjab Kings,field,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Punjab Kings
1304111,Sunrisers Hyderabad,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
1304112,Lucknow Super Giants,Lucknow Super Giants,bat,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Kolkata Knight Riders
1304113,Royal Challengers Bangalore,Gujarat Titans,bat,"Wankhede Stadium, Mumbai",Gujarat Titans,Royal Challengers Bangalore
1304114,Rajasthan Royals,Chennai Super Kings,bat,"Brabourne Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals
1304115,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians
1304116,Punjab Kings,Sunrisers Hyderabad,bat,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Punjab Kings
1312197,Gujarat Titans,Gujarat Titans,field,"Eden Gardens, Kolkata",Rajasthan Royals,Gujarat Titans
1312198,Royal Challengers Bangalore,Lucknow Super Giants,field,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Lucknow Super Giants
1312199,Rajasthan Royals,Rajasthan Royals,field,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Rajasthan Royals
1312200,Gujarat Titans,Rajasthan Royals,bat,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Gujarat Titans
1359475,Gujarat Titans,Gujarat Titans,field,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Gujarat Titans
1359476,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Kolkata Knight Riders
1359477,Lucknow Super Giants,Delhi Capitals,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals
1359478,Rajasthan Royals,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad
1359479,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Royal Challengers Bangalore
1359480,Chennai Super Kings,Lucknow Super Giants,field,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Lucknow Super Giants
1359481,Gujarat Titans,Gujarat Titans,field,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans
1359482,Punjab Kings,Rajasthan Royals,field,"Barsapara Cricket Stadium, Guwahati",Punjab Kings,Rajasthan Royals
1359483,Kolkata Knight Riders,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore
1359484,Lucknow Super Giants,Sunrisers Hyderabad,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Lucknow Super Giants
1359485,Rajasthan Royals,Delhi Capitals,field,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Delhi Capitals
1359486,Chennai Super Kings,Chennai Super Kings,field,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings
1359487,Kolkata Knight Riders,Gujarat Titans,bat,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Kolkata Knight Riders
1359488,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
1359489,Lucknow Super Giants,Lucknow Super Giants,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Lucknow Super Giants
1359490,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians
1359491,Rajasthan Royals,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
1359492,Gujarat Titans,Gujarat Titans,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Gujarat Titans
1359493,Sunrisers Hyderabad,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders
1359494,Royal Challengers Bangalore,Delhi Capitals,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Delhi Capitals
1359495,Punjab Kings,Punjab Kings,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Punjab Kings
1359496,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
1359497,Rajasthan Royals,Rajasthan Royals,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Rajasthan Royals
1359498,Chennai Super Kings,Royal Challengers Bangalore,field,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Royal Challengers Bangalore
1359499,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,Sunrisers Hyderabad
1359500,Lucknow Super Giants,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Rajasthan Royals
1359501,Royal Challengers Bangalore,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Royal Challengers Bangalore,Punjab Kings
